ZULU TIME;Plane Longitude;Plane Latitude;Plane Altitude;Plane Bank Degrees;Plane Pitch Degrees;Plane Heading Degrees True
52557.390625;1.5106549824594495;43.5684829587579;885.9979406486602;-2.766463701824712;0.9288775525914075;337.6359498333909
52557.5;1.5106354337772563;43.56851928860983;884.8923266239353;-2.7443899360222876;0.8825203116425905;337.69537404733495
52557.61328125;1.5106127711451118;43.56856154698041;883.6238275225081;-2.7309408278166107;0.8137045549291253;337.76402098819324
52557.72265625;1.510590150152589;43.56860388033319;882.3765116856254;-2.7114317875513017;0.7459241588442989;337.83074976451513
52557.8359375;1.510571112521798;43.56863962557821;881.3409494070132;-2.6842187286792445;0.6925506060705863;337.88526722059845
52557.9453125;1.5105482432224768;43.56868270642193;880.1119894348194;-2.64782849924332;0.626809821865802;337.9491922682648
52558.05859375;1.510529202952154;43.568718691267925;879.1018774888964;-2.602125738165194;0.5687683684029147;338.0006622596063
52558.16796875;1.510506671039812;43.56876141208164;877.9272414455497;-2.52423753714822;0.49981526085410877;338.0588882268641
52558.27734375;1.5104872371793245;43.568798378718036;876.9378949322981;-2.454275726167141;0.455842342895008;338.10596531111906
52558.390625;1.5104648709662674;43.56884105858236;875.8263891884727;-2.392563123319626;0.42932381327731617;338.1564056156036
52558.5;1.5104432373149161;43.568882473125036;874.7741793148572;-2.346355009460887;0.4141764547302113;338.2025541583193
52558.61328125;1.5104248672228264;43.568917739086615;873.8961066855197;-2.312240470462673;0.39924181922315527;338.24081144973786
52558.72265625;1.5104034917273907;43.56895888780678;872.8918195497181;-2.279959742258162;0.37740012823749747;338.2843985656836
52558.8359375;1.5103821367962835;43.56900011690525;871.9061453530005;-2.2547758589695652;0.35091092040846905;338.3269542440205
52558.9453125;1.5103605988038404;43.56904181532719;870.9314670644749;-2.2022645544763426;0.3253710021523667;338.37086606057306
52559.0;1.510342381844126;43.56907717090334;870.1214324216081;-2.1404585297532055;0.31039546555156994;338.41106075846835
